UserID,UserToken,Gate,Section,Score,Yes,No,Total,SessionDate
697f84d1f3483b3eaa36da9a,047a95cf-81b7-484a-b6f0-92644a565232,6,b1376,20.945728681742,10,0,10,2026-02-01
697f84d1f3483b3eaa36da9a,047a95cf-81b7-484a-b6f0-92644a565232,7,b1376,20.945728681742,9,1,10,2026-02-01
697faaa67b7d0a8f5858db6e,c545a6ab-736f-458f-a395-4a024a601999,1,b1374,-60.4878646044877,7,1,8,2026-02-01
6981200436e54ad58cd99502,4fb67586-a2b1-4ebf-b25f-17397e45a1bb,1,b1366,6.10469774814752,1,0,1,2026-02-02
6984124b4bfcefda256ef0d2,55d07b01-bcbf-424a-a75d-23e41035f5bc,1,b1372,-16.4827251369834,10,0,10,2026-02-05
6984124b4bfcefda256ef0d2,55d07b01-bcbf-424a-a75d-23e41035f5bc,2,b1372,-8.55822235723023,2,1,3,2026-03-17
6985884bed4f55686dbd3241,1c6b8c17-2ef6-4e50-a931-5e1befcfec66,1,b1362,55.6425989330027,10,0,10,2026-02-06
6985884bed4f55686dbd3241,1c6b8c17-2ef6-4e50-a931-5e1befcfec66,2,a1361,10.0908767757328,1,1,2,2026-02-06
69864d5f5167bea6207e1e46,75f8ac9f-4790-454c-aa31-5cef265582de,1,b1360,-20.8299653387884,3,0,3,2026-02-06
6988fcd6212560bfa4580996,463117c5-96ad-40af-83dd-72df7bda4324,1,a1355,30.8320234977581,9,1,10,2026-02-08
6988fcd6212560bfa4580996,463117c5-96ad-40af-83dd-72df7bda4324,1,b1354,16.3786394169167,1,0,1,2026-02-08
6989087c212560bfa45816ad,f64ae679-1862-40c5-9db2-fecc3e1df81e,1,a1369,14.2157799225993,10,0,10,2026-02-08
69890d94212560bfa458234b,1041e241-512e-4da2-86b3-6788368e9e85,1,b1358,-25.6264100275007,9,0,9,2026-02-08
69890e7f212560bfa45823f9,daeb743f-35cc-4959-a2dc-bf6237f89d9e,1,a1357,82.3971793570953,4,1,5,2026-02-08
69890fd1212560bfa45829fd,0d57247c-5923-4940-a6fa-34d6919c63f7,1,a1353,14.0176140024362,8,2,10,2026-02-08
698912c0212560bfa4583231,83a70aa5-971a-43cb-8f16-96afca02b9f1,1,a1351,11.4656152786114,10,0,10,2026-02-08
698912c0212560bfa4583231,83a70aa5-971a-43cb-8f16-96afca02b9f1,2,b1350,-88.0095504755231,10,0,10,2026-02-08
698912c0212560bfa4583231,83a70aa5-971a-43cb-8f16-96afca02b9f1,3,a1349,47.9024441496763,9,1,10,2026-02-13
698912c0212560bfa4583231,83a70aa5-971a-43cb-8f16-96afca02b9f1,3,a1211,-36.5632345138622,10,0,10,2026-02-16
698912c0212560bfa4583231,83a70aa5-971a-43cb-8f16-96afca02b9f1,4,a1177,0.816497798284693,10,0,10,2026-02-16
698912c0212560bfa4583231,83a70aa5-971a-43cb-8f16-96afca02b9f1,5,b1176,-5.8213730020159,10,0,10,2026-02-22
698912c0212560bfa4583231,83a70aa5-971a-43cb-8f16-96afca02b9f1,6,a1123,-96.0374761474551,7,3,10,2026-02-22
698912c0212560bfa4583231,83a70aa5-971a-43cb-8f16-96afca02b9f1,6,a1069,-11.4307509761085,10,0,10,2026-02-28
698912c0212560bfa4583231,83a70aa5-971a-43cb-8f16-96afca02b9f1,7,b1068,8.34271889685015,10,0,10,2026-02-28
698912c0212560bfa4583231,83a70aa5-971a-43cb-8f16-96afca02b9f1,1,a1067,-51.4761550258036,10,0,10,2026-03-15
698912c0212560bfa4583231,83a70aa5-971a-43cb-8f16-96afca02b9f1,2,b552,7.25208524221895,10,0,10,2026-03-22
698912c0212560bfa4583231,83a70aa5-971a-43cb-8f16-96afca02b9f1,2,b772,18.0406391973021,10,0,10,2026-04-15
698912c0212560bfa4583231,83a70aa5-971a-43cb-8f16-96afca02b9f1,2,b4001,-1.81531805929351,10,0,10,2026-04-17
698912c0212560bfa4583231,83a70aa5-971a-43cb-8f16-96afca02b9f1,3,a4040,58.8549847381103,10,0,10,2026-04-18
698912c0212560bfa4583231,83a70aa5-971a-43cb-8f16-96afca02b9f1,4,a4156,-29.5470565318749,10,0,10,2026-04-25
698912c0212560bfa4583231,83a70aa5-971a-43cb-8f16-96afca02b9f1,4,b4747,-14.4264923164124,9,1,10,2026-05-02
69891d6e212560bfa4584629,576cdbd3-4e57-4bb7-bdd9-0da47bbb8694,1,b1348,0.309772768381873,5,0,5,2026-02-08
6989203b212560bfa4584dca,fc52dc5a-07fb-447c-a136-2ffc7afe72b5,1,b1346,67.752190303848,10,0,10,2026-02-08
6989203b212560bfa4584dca,fc52dc5a-07fb-447c-a136-2ffc7afe72b5,2,a1345,-8.88667922579261,8,2,10,2026-02-08
6989203b212560bfa4584dca,fc52dc5a-07fb-447c-a136-2ffc7afe72b5,2,b1250,-6.65737190576198,1,0,1,2026-02-11
6989203b212560bfa4584dca,fc52dc5a-07fb-447c-a136-2ffc7afe72b5,3,a1249,58.2465946336283,10,0,10,2026-02-11
698929bd212560bfa4585718,3c82403f-2cea-40a5-89e6-2895baff2866,1,b1344,18.9472694146034,10,0,10,2026-02-09
69893569212560bfa4586c14,15c85fd1-15f1-453c-8536-e7ab1d2be403,1,a1341,-37.0539919718271,10,0,10,2026-02-09
69893569212560bfa4586c14,15c85fd1-15f1-453c-8536-e7ab1d2be403,2,b1340,-10.7761987733651,10,0,10,2026-02-09
69893569212560bfa4586c14,15c85fd1-15f1-453c-8536-e7ab1d2be403,3,a1339,8.41120682510748,10,0,10,2026-02-09
69893569212560bfa4586c14,15c85fd1-15f1-453c-8536-e7ab1d2be403,4,b1334,17.2000907411454,10,0,10,2026-02-09
69893569212560bfa4586c14,15c85fd1-15f1-453c-8536-e7ab1d2be403,5,b1336,-58.6012056476018,10,0,10,2026-02-09
69893569212560bfa4586c14,15c85fd1-15f1-453c-8536-e7ab1d2be403,6,b1308,-19.9204003706537,9,1,10,2026-02-10
69893569212560bfa4586c14,15c85fd1-15f1-453c-8536-e7ab1d2be403,7,a1269,90.0564106877868,10,0,10,2026-02-10
69893569212560bfa4586c14,15c85fd1-15f1-453c-8536-e7ab1d2be403,1,b1268,0,0,1,1,2026-03-11
698944ed148ad96a60ab04a7,e0d124d1-0e70-4aa8-af5a-d28fd68bc658,1,b1338,-42.3313271125866,10,0,10,2026-02-09
6989450d148ad96a60ab0717,8803aebc-2efc-4d93-8f66-af85e860be94,1,b1336,-51.166940482911,8,2,10,2026-02-09
698945b0148ad96a60ab0a94,82f70f08-7e4f-432f-bd39-76261e8e403b,1,a1337,-30.5087831454953,1,1,2,2026-02-09
69895ac7148ad96a60ab63f7,f9f382ea-5a5b-49c1-a6d7-34889478b7d0,1,b1332,-16.1450953335167,2,0,2,2026-02-09
69895ec6148ad96a60ab749d,09e06b02-9157-43d7-85dc-c08855672dad,1,a1331,-86.6706892274507,10,0,10,2026-02-12
69895ec6148ad96a60ab749d,09e06b02-9157-43d7-85dc-c08855672dad,2,a1209,7.19992192582695,9,1,10,2026-02-13
69895ec6148ad96a60ab749d,09e06b02-9157-43d7-85dc-c08855672dad,3,a1141,32.1962355319011,9,1,10,2026-02-20
6989988ca413434bd676e59e,41e03bd9-c40e-4282-b0ad-ac1c939b33be,1,b1328,-2.22949706197852,10,0,10,2026-02-09
6989988ca413434bd676e59e,41e03bd9-c40e-4282-b0ad-ac1c939b33be,2,a1327,-11.7998013260316,10,0,10,2026-02-09
6989988ca413434bd676e59e,41e03bd9-c40e-4282-b0ad-ac1c939b33be,3,b1326,29.2876662445602,10,0,10,2026-02-09
6989988ca413434bd676e59e,41e03bd9-c40e-4282-b0ad-ac1c939b33be,4,a1325,137.028162363704,10,0,10,2026-02-09
6989988ca413434bd676e59e,41e03bd9-c40e-4282-b0ad-ac1c939b33be,5,b1324,2.3414295236345,10,0,10,2026-02-09
6989988ca413434bd676e59e,41e03bd9-c40e-4282-b0ad-ac1c939b33be,6,a1323,21.9707367021288,10,0,10,2026-02-09
6989988ca413434bd676e59e,41e03bd9-c40e-4282-b0ad-ac1c939b33be,7,b1322,-21.025977749841,10,0,10,2026-02-09
6989d64382eec9910a306d8f,553a5d40-6093-40f3-a410-b812388b0dbf,1,a1319,3.55168260785203,10,0,10,2026-02-09
6989e7ddba7b0933880497ce,6882f6d6-c922-4f41-b7bd-b2ae4b23eeba,1,a1317,39.2472262746881,10,0,10,2026-02-09
6989e7ddba7b0933880497ce,6882f6d6-c922-4f41-b7bd-b2ae4b23eeba,2,b1316,-7.13310072291517,10,0,10,2026-02-09
6989e7ddba7b0933880497ce,6882f6d6-c922-4f41-b7bd-b2ae4b23eeba,3,a1315,-11.3684818125343,10,0,10,2026-02-09
6989e7ddba7b0933880497ce,6882f6d6-c922-4f41-b7bd-b2ae4b23eeba,4,b1314,25.3755378395255,10,0,10,2026-02-09
6989e7f9ba7b093388049b41,468b4401-a2d6-4baa-9fd7-57d7b2704c34,1,a1317,51.0602428489236,10,0,10,2026-02-09
6989f171ba7b09338804cd92,9b7ce601-d3b1-4c71-8c1c-f2614272b86f,1,a1313,-52.8936389570396,10,0,10,2026-02-09
6989f171ba7b09338804cd92,9b7ce601-d3b1-4c71-8c1c-f2614272b86f,2,b1312,10.9378921857827,10,0,10,2026-02-09
6989f171ba7b09338804cd92,9b7ce601-d3b1-4c71-8c1c-f2614272b86f,3,b1302,63.2278403530445,10,0,10,2026-02-09
6989f8deba7b09338804eb30,0c722653-5a5e-4134-a0ce-06091f49103b,1,a1367,-47.1481625333491,10,0,10,2026-02-12
6989f8deba7b09338804eb30,0c722653-5a5e-4134-a0ce-06091f49103b,2,b1364,-52.9827598016505,10,0,10,2026-02-18
6989f8deba7b09338804eb30,0c722653-5a5e-4134-a0ce-06091f49103b,3,a1361,82.6969729815095,10,0,10,2026-02-18
6989f8deba7b09338804eb30,0c722653-5a5e-4134-a0ce-06091f49103b,4,b1304,1.46860044975282,10,0,10,2026-02-26
6989f8deba7b09338804eb30,0c722653-5a5e-4134-a0ce-06091f49103b,5,b1304,1.46860044975282,10,0,10,2026-03-18
6989f8deba7b09338804eb30,0c722653-5a5e-4134-a0ce-06091f49103b,6,a645,-31.0981091893778,2,0,2,2026-04-23
6989fc23ba7b09338804f6a4,22545bc2-a42f-4ff1-b1db-4d8dcd2524ff,1,a1311,59.2485106406986,9,1,10,2026-02-09
6989fc23ba7b09338804f6a4,22545bc2-a42f-4ff1-b1db-4d8dcd2524ff,2,b1310,17.6154375719225,10,0,10,2026-02-09
6989fc23ba7b09338804f6a4,22545bc2-a42f-4ff1-b1db-4d8dcd2524ff,3,a1309,23.4962691425102,10,0,10,2026-02-09
6989fc23ba7b09338804f6a4,22545bc2-a42f-4ff1-b1db-4d8dcd2524ff,4,b1308,-19.9204003706537,10,0,10,2026-02-09
6989fc23ba7b09338804f6a4,22545bc2-a42f-4ff1-b1db-4d8dcd2524ff,5,a1307,55.7134871730947,10,0,10,2026-02-09
6989fc23ba7b09338804f6a4,22545bc2-a42f-4ff1-b1db-4d8dcd2524ff,6,b1306,-53.4721473408636,10,0,10,2026-02-09
6989fc23ba7b09338804f6a4,22545bc2-a42f-4ff1-b1db-4d8dcd2524ff,7,a1305,-12.0123860687647,10,0,10,2026-02-09
698a3cf2614ea119306e0e7c,94ad3d22-0f61-48cf-855a-bdf7c6a85da8,1,b1300,-33.5139771492881,10,0,10,2026-02-09
698a3cf2614ea119306e0e7c,94ad3d22-0f61-48cf-855a-bdf7c6a85da8,2,a1299,-9.71192300375344,10,0,10,2026-02-09
698adf7c2727d9da0d763ec9,796dfde6-50ff-44b2-899b-63ac74e9956e,1,a1287,-88.407539724693,10,0,10,2026-02-10
698adf7c2727d9da0d763ec9,796dfde6-50ff-44b2-899b-63ac74e9956e,2,b1286,63.1798599997802,10,0,10,2026-02-11
698adf7c2727d9da0d763ec9,796dfde6-50ff-44b2-899b-63ac74e9956e,3,a1279,-75.0804883390979,10,0,10,2026-02-11
698adf7c2727d9da0d763ec9,796dfde6-50ff-44b2-899b-63ac74e9956e,4,b1262,5.88282173540729,8,2,10,2026-02-26
698adf7c2727d9da0d763ec9,796dfde6-50ff-44b2-899b-63ac74e9956e,4,b1086,-0.769990333433572,10,0,10,2026-03-08
698adf7c2727d9da0d763ec9,796dfde6-50ff-44b2-899b-63ac74e9956e,5,a881,-27.72994239354,10,0,10,2026-03-09
698adf7c2727d9da0d763ec9,796dfde6-50ff-44b2-899b-63ac74e9956e,6,a871,-64.1800447176628,10,0,10,2026-03-14
698b379db8541daaf787eb84,55fb7cb1-7b30-44a9-aba5-bc779fd09ace,1,b1280,-10.2116421344923,9,1,10,2026-03-23
698b379db8541daaf787eb84,55fb7cb1-7b30-44a9-aba5-bc779fd09ace,2,a829,7.64896745909786,7,3,10,2026-03-23
698b379db8541daaf787eb84,55fb7cb1-7b30-44a9-aba5-bc779fd09ace,3,b830,19.0035590169166,8,2,10,2026-03-23
698b4439b8541daaf7884230,550e0103-a826-40e1-af42-68bf7d076ea2,1,a1279,-75.0804883390979,10,0,10,2026-02-10
698b70bbfea37acd5220b419,0002627c-7897-45a2-9ef2-cd4a565d038c,1,a1277,-105.679825594098,10,0,10,2026-02-10
698b70bbfea37acd5220b419,0002627c-7897-45a2-9ef2-cd4a565d038c,2,b1276,53.414609781585,10,0,10,2026-02-10
698b70bbfea37acd5220b419,0002627c-7897-45a2-9ef2-cd4a565d038c,3,a1275,-39.1999766246831,10,0,10,2026-02-10
698b70bbfea37acd5220b419,0002627c-7897-45a2-9ef2-cd4a565d038c,4,b1274,25.5491757410085,10,0,10,2026-02-10
698b70bbfea37acd5220b419,0002627c-7897-45a2-9ef2-cd4a565d038c,5,a1273,91.5455133377657,10,0,10,2026-02-10
698b70bbfea37acd5220b419,0002627c-7897-45a2-9ef2-cd4a565d038c,6,b1272,-2.10801559521023,10,0,10,2026-02-10
698b70bbfea37acd5220b419,0002627c-7897-45a2-9ef2-cd4a565d038c,7,a1271,-39.0896827763301,10,0,10,2026-02-10
698b73a0fea37acd5220c0fe,25c9bcbf-bb2d-494c-9e5b-a05451055f7a,1,b1276,53.414609781585,10,0,10,2026-02-10
698ba080bd5c10495e3d5a6c,3c128d34-f551-401a-8250-b38a2f32bd90,1,b1268,-60.2731789590205,10,0,10,2026-02-10
698ba080bd5c10495e3d5a6c,3c128d34-f551-401a-8250-b38a2f32bd90,2,a1267,6.8667036726608,10,0,10,2026-02-10
698ba080bd5c10495e3d5a6c,3c128d34-f551-401a-8250-b38a2f32bd90,3,b1266,56.8483970059723,10,0,10,2026-02-10
698bc2bb5492ed58968e5ffe,16871688-3ec5-41d6-b6f5-6c086fdf6a50,1,b1264,-6.46600774493198,10,0,10,2026-02-10
698be4d5534721c406ef936d,9b30ab31-36eb-4240-9c49-a0e8a04df6c7,1,b1260,-20.747710360049,7,3,10,2026-02-11
698be4d5534721c406ef936d,9b30ab31-36eb-4240-9c49-a0e8a04df6c7,1,a1259,57.0321702069027,10,0,10,2026-02-11
698be4d5534721c406ef936d,9b30ab31-36eb-4240-9c49-a0e8a04df6c7,2,b1258,38.8673752349813,10,0,10,2026-02-11
698be4d5534721c406ef936d,9b30ab31-36eb-4240-9c49-a0e8a04df6c7,3,a1257,-209.889703990732,10,0,10,2026-02-11
698be4d5534721c406ef936d,9b30ab31-36eb-4240-9c49-a0e8a04df6c7,4,b1256,67.3468365829233,10,0,10,2026-02-11
698be4d5534721c406ef936d,9b30ab31-36eb-4240-9c49-a0e8a04df6c7,5,a1255,-8.35323793094867,10,0,10,2026-02-11
698be4d5534721c406ef936d,9b30ab31-36eb-4240-9c49-a0e8a04df6c7,6,b1254,43.7643696905773,10,0,10,2026-02-11
698be4d5534721c406ef936d,9b30ab31-36eb-4240-9c49-a0e8a04df6c7,7,a1247,-71.6500115748413,10,0,10,2026-02-11
698c4d4216ab20e84c2aa8ad,eb705983-989f-4f33-a297-113b41844d52,1,a1253,11.5883054995127,2,0,2,2026-02-11
698c629680afb0c8c22711c5,4d560337-d42c-4f96-b023-ed64465dbcab,1,b1252,4.60902491889335,1,0,1,2026-02-11
698cc0b4f70bda8edd7cddc6,f1051886-4d9f-4668-9815-fdb5e7f65392,1,b1248,56.0074092667084,6,4,10,2026-02-11
698cc0b4f70bda8edd7cddc6,f1051886-4d9f-4668-9815-fdb5e7f65392,2,b1240,44.6103365908805,10,0,10,2026-02-11
698cc0b4f70bda8edd7cddc6,f1051886-4d9f-4668-9815-fdb5e7f65392,3,a1239,40.5677662384985,10,0,10,2026-02-12
698cc0b4f70bda8edd7cddc6,f1051886-4d9f-4668-9815-fdb5e7f65392,4,b1238,7.471361381982,4,0,4,2026-02-12
698ce7d51641d1c81279f465,67f0f73e-1eef-43e9-a598-89ecdac4b910,1,a1245,-27.9416948061056,10,0,10,2026-02-11
698d0d799beddedd2ad7cbb3,8de854c9-f0cf-4734-9aa7-886b90228246,1,b1242,-12.1701893538926,9,1,10,2026-02-11
698d39f20643817c8eb9500b,77f9cdd5-2d94-4bc4-8b10-4761a5cbd6bd,1,a1237,41.103573824989,5,5,10,2026-02-12
698d39f20643817c8eb9500b,77f9cdd5-2d94-4bc4-8b10-4761a5cbd6bd,2,b1236,-20.5065908662421,10,0,10,2026-02-12
698d39f20643817c8eb9500b,77f9cdd5-2d94-4bc4-8b10-4761a5cbd6bd,3,a1235,-49.9895881533835,10,0,10,2026-02-12
698d39f20643817c8eb9500b,77f9cdd5-2d94-4bc4-8b10-4761a5cbd6bd,4,b1234,16.8264393311787,10,0,10,2026-02-12
698d39f20643817c8eb9500b,77f9cdd5-2d94-4bc4-8b10-4761a5cbd6bd,5,a1233,-17.483686938126,10,0,10,2026-02-12
698d39f20643817c8eb9500b,77f9cdd5-2d94-4bc4-8b10-4761a5cbd6bd,6,b1228,47.3694059684551,10,0,10,2026-02-13
698d39f20643817c8eb9500b,77f9cdd5-2d94-4bc4-8b10-4761a5cbd6bd,7,a1213,2.34852642022213,10,0,10,2026-02-13
698dfe0b51ac813e25098872,0a76b786-dd20-4f1a-b1d8-b6b2fc54121c,1,a1229,27.4143532872669,10,0,10,2026-02-12
698e23c95d18b928250eb7eb,17c8a753-062a-4fe8-b2e8-87d679c1f0b4,1,b1226,21.322196621152,10,0,10,2026-02-12
698e23c95d18b928250eb7eb,17c8a753-062a-4fe8-b2e8-87d679c1f0b4,2,a1225,41.5480387949135,10,0,10,2026-02-16
698e23c95d18b928250eb7eb,17c8a753-062a-4fe8-b2e8-87d679c1f0b4,3,b1164,92.6163137557074,10,0,10,2026-02-16
698e23c95d18b928250eb7eb,17c8a753-062a-4fe8-b2e8-87d679c1f0b4,4,a1163,77.2911990228818,10,0,10,2026-02-16
698e23c95d18b928250eb7eb,17c8a753-062a-4fe8-b2e8-87d679c1f0b4,5,b1162,64.3209481689645,10,0,10,2026-02-16
698e23c95d18b928250eb7eb,17c8a753-062a-4fe8-b2e8-87d679c1f0b4,6,a1161,-86.9551479912283,10,0,10,2026-02-17
698e23c95d18b928250eb7eb,17c8a753-062a-4fe8-b2e8-87d679c1f0b4,7,b1160,25.319445225521,10,0,10,2026-02-17
698e2d595d18b928250f3e28,9c3b8c03-65a0-4c02-aecd-9668db529848,1,b1224,-26.081041716268,10,0,10,2026-02-12
698e2d595d18b928250f3e28,9c3b8c03-65a0-4c02-aecd-9668db529848,2,a1223,-125.67595798737,9,1,10,2026-02-12
698e2d595d18b928250f3e28,9c3b8c03-65a0-4c02-aecd-9668db529848,2,a1221,25.1835880186737,10,0,10,2026-02-15
698e2d595d18b928250f3e28,9c3b8c03-65a0-4c02-aecd-9668db529848,3,b1220,19.6781739524148,10,0,10,2026-02-15
698e2d595d18b928250f3e28,9c3b8c03-65a0-4c02-aecd-9668db529848,4,a1187,15.1682596347254,9,1,10,2026-02-15
698e2d595d18b928250f3e28,9c3b8c03-65a0-4c02-aecd-9668db529848,5,b1186,49.1368942615587,10,0,10,2026-02-15
698e2d595d18b928250f3e28,9c3b8c03-65a0-4c02-aecd-9668db529848,6,a1185,32.8607209583199,10,0,10,2026-02-15
698e2d595d18b928250f3e28,9c3b8c03-65a0-4c02-aecd-9668db529848,6,b1184,-12.3487458103079,10,0,10,2026-02-15
698e2d595d18b928250f3e28,9c3b8c03-65a0-4c02-aecd-9668db529848,7,a1183,39.664270972334,10,0,10,2026-02-15
698e37695d18b928250f8c0a,0fb57f9b-6b05-4802-9aa2-971fbb305598,1,b1220,19.6781739524148,10,0,10,2026-02-12
698e37695d18b928250f8c0a,0fb57f9b-6b05-4802-9aa2-971fbb305598,2,a1219,62.7038102450652,10,0,10,2026-02-12
698e37695d18b928250f8c0a,0fb57f9b-6b05-4802-9aa2-971fbb305598,3,b1218,-69.5218289937869,10,0,10,2026-02-12
698e6c2ca222103aebe7cecf,190b01db-fb81-4894-966f-654fdebe5d74,1,a1217,-85.84839046613,10,0,10,2026-02-13
698e6c2ca222103aebe7cecf,190b01db-fb81-4894-966f-654fdebe5d74,2,b1216,-14.4546972114405,10,0,10,2026-02-13
698e6c2ca222103aebe7cecf,190b01db-fb81-4894-966f-654fdebe5d74,2,b1208,22.1542146721068,10,0,10,2026-02-13
698e6c2ca222103aebe7cecf,190b01db-fb81-4894-966f-654fdebe5d74,3,a1207,-83.8099083421718,10,0,10,2026-02-15
698e6c2ca222103aebe7cecf,190b01db-fb81-4894-966f-654fdebe5d74,4,a1179,-22.2158836512366,10,0,10,2026-02-16
698e6c2ca222103aebe7cecf,190b01db-fb81-4894-966f-654fdebe5d74,4,a1167,-54.9353275315137,10,0,10,2026-02-16
698e6c2ca222103aebe7cecf,190b01db-fb81-4894-966f-654fdebe5d74,5,b1166,-9.90740297537188,10,0,10,2026-02-19
698e6c2ca222103aebe7cecf,190b01db-fb81-4894-966f-654fdebe5d74,5,b1152,-33.2116168916453,10,0,10,2026-02-19
698e6c2ca222103aebe7cecf,190b01db-fb81-4894-966f-654fdebe5d74,1,a1151,26.8202435547126,10,0,10,2026-02-21
698e6c2ca222103aebe7cecf,190b01db-fb81-4894-966f-654fdebe5d74,1,b1126,-5.53866304012702,10,0,10,2026-02-21
698e6c2ca222103aebe7cecf,190b01db-fb81-4894-966f-654fdebe5d74,6,a1125,13.5045880793348,9,1,10,2026-02-21
698e6c2ca222103aebe7cecf,190b01db-fb81-4894-966f-654fdebe5d74,7,b1124,48.1701762269112,7,3,10,2026-02-23
698e6c2ca222103aebe7cecf,190b01db-fb81-4894-966f-654fdebe5d74,7,b1122,39.671924185053,10,0,10,2026-02-23
698e6c2ca222103aebe7cecf,190b01db-fb81-4894-966f-654fdebe5d74,1,a1121,3.37174316680121,10,0,10,2026-02-25
698e6c2ca222103aebe7cecf,190b01db-fb81-4894-966f-654fdebe5d74,2,b1112,-43.0585716730071,10,0,10,2026-02-27
698e6c2ca222103aebe7cecf,190b01db-fb81-4894-966f-654fdebe5d74,3,a1085,54.1118101233626,10,0,10,2026-02-27
698e6c2ca222103aebe7cecf,190b01db-fb81-4894-966f-654fdebe5d74,3,b1084,-19.6143386243256,9,1,10,2026-03-01
698e6c2ca222103aebe7cecf,190b01db-fb81-4894-966f-654fdebe5d74,4,b1060,3.90740805866992,10,0,10,2026-03-03
698e6c2ca222103aebe7cecf,190b01db-fb81-4894-966f-654fdebe5d74,5,b1034,-4.03619183683607,10,0,10,2026-03-05
698e6c2ca222103aebe7cecf,190b01db-fb81-4894-966f-654fdebe5d74,5,a1029,-29.8322778091408,10,0,10,2026-03-05
698e6c2ca222103aebe7cecf,190b01db-fb81-4894-966f-654fdebe5d74,5,b1028,-38.9576219707549,10,0,10,2026-03-07
698e6c2ca222103aebe7cecf,190b01db-fb81-4894-966f-654fdebe5d74,5,a923,-31.1112823828864,10,0,10,2026-03-07
698e6c2ca222103aebe7cecf,190b01db-fb81-4894-966f-654fdebe5d74,1,b922,-56.9965124919861,10,0,10,2026-03-24
698e6c2ca222103aebe7cecf,190b01db-fb81-4894-966f-654fdebe5d74,1,b1000,-2.66100113916783,10,0,10,2026-03-24
698e6c2ca222103aebe7cecf,190b01db-fb81-4894-966f-654fdebe5d74,2,a1007,-10.521683861464,8,2,10,2026-03-26
698e6c2ca222103aebe7cecf,190b01db-fb81-4894-966f-654fdebe5d74,4,a2641,46.968977965,10,0,10,2026-03-29
698e6c2ca222103aebe7cecf,190b01db-fb81-4894-966f-654fdebe5d74,4,b2924,-80.813544339,10,0,10,2026-03-29
698e6c2ca222103aebe7cecf,190b01db-fb81-4894-966f-654fdebe5d74,7,b2938,13.887263911,10,0,10,2026-04-22
698e6c2ca222103aebe7cecf,190b01db-fb81-4894-966f-654fdebe5d74,6,b4691,0,0,1,1,2026-04-22
698e6c2ca222103aebe7cecf,190b01db-fb81-4894-966f-654fdebe5d74,5,b4691,3.14377222176504,10,0,10,2026-04-22
698e6c2ca222103aebe7cecf,190b01db-fb81-4894-966f-654fdebe5d74,6,a4692,0,0,3,3,2026-04-28
698e6c2ca222103aebe7cecf,190b01db-fb81-4894-966f-654fdebe5d74,5,a4692,-6.78924590711995,10,0,10,2026-04-28
698e6c2ca222103aebe7cecf,190b01db-fb81-4894-966f-654fdebe5d74,5,b4867,13.463222111801,10,0,10,2026-04-30
698e6c2ca222103aebe7cecf,190b01db-fb81-4894-966f-654fdebe5d74,5,a4906,-7.44648343601263,10,0,10,2026-04-30
698e6c2ca222103aebe7cecf,190b01db-fb81-4894-966f-654fdebe5d74,4,b4907,-15.2574731221969,9,1,10,2026-05-08
698e6c2ca222103aebe7cecf,190b01db-fb81-4894-966f-654fdebe5d74,4,b5007,30.5405509848732,10,0,10,2026-05-08
698e73bca222103aebe8049e,39ddcf96-df10-4c0d-bafc-45d17e3406d4,1,a1215,15.05167092641,7,3,10,2026-02-13
698e8f5979e860a847e98594,959b5639-3486-45ce-9ef5-db64a2097fef,1,b1210,70.0341434469557,9,1,10,2026-02-20
